WWR-NS,WWR-EW,ShadeDepth,SHGC,VLT,ExWall,EUI (kWh/m2),ELECp (W/m2),CLGp (W/m2),Daylight Autonomy,Excessive Daylight,OT26% - Patient North,OT26% - Patient South,img,EUI Saved(-)Wasted(+),REF_ELECp,REF_CLGp,REF_DA,REF_ExcDA
60,20,900,0.58,0.66,1,143.32,26.3,61.13,79.67,3.52,32.41,15.62,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall1.png,13.70,17.99,24.68,-19.61,-6.38
80,20,900,0.58,0.66,1,155.89,29.24,69.28,86.53,6.43,41.48,25.91,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall1.png,23.67,31.18,41.30,-29.91,71.01
20,40,900,0.58,0.66,1,127.26,22.29,49.34,43.65,1.08,0.15,0.55,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall1.png,0.96,0.00,0.63,34.47,-71.28
40,40,900,0.58,0.66,1,133.48,23.83,54.06,70.51,1.61,11.45,5.95,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall1.png,5.89,6.91,10.26,-5.85,-57.18
60,40,900,0.58,0.66,1,144.31,26.47,61.7,82.85,3.64,32.42,15.87,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall1.png,14.49,18.75,25.84,-24.38,-3.19
80,40,900,0.58,0.66,1,156.83,29.5,69.8,89.23,6.56,41.48,26.05,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall1.png,24.42,32.35,42.36,-33.96,74.47
20,60,900,0.58,0.66,1,129.03,22.73,50.59,48.97,1.43,0.14,0.66,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall1.png,2.36,1.97,3.18,26.48,-61.97
40,60,900,0.58,0.66,1,135.31,24.31,55.14,74.22,1.97,11.59,6.29,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall1.png,7.35,9.06,12.46,-11.42,-47.61
60,60,900,0.58,0.66,1,145.81,26.76,62.52,85.98,4.03,32.45,16.24,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall1.png,15.68,20.05,27.51,-29.08,7.18
80,60,900,0.58,0.66,1,158.27,29.81,70.66,91.53,7,41.5,26.2,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall1.png,25.56,33.74,44.12,-37.41,86.17
20,80,900,0.58,0.66,1,131.03,23.18,51.89,53.27,1.89,0.13,0.73,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall1.png,3.95,3.99,5.83,20.03,-49.73
40,80,900,0.58,0.66,1,138.32,24.83,56.31,77.13,2.46,12.45,6.92,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall1.png,9.73,11.40,14.85,-15.79,-34.57
60,80,900,0.58,0.66,1,147.69,27.16,63.5,88.3,4.56,32.47,16.67,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall1.png,17.17,21.85,29.51,-32.56,21.28
80,80,900,0.58,0.66,1,159.98,30.15,71.56,92.99,7.57,41.5,26.32,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall1.png,26.92,35.26,45.95,-39.60,101.33
